Date,Open,High,Low,Close
2018-04-25,1329.38,1332.056,1318.92,1323.1
2018-04-26,1322.78,1326.6,1315.422,1316.9
2018-04-27,1316.7,1325.2,1315.472,1323.09
2018-04-30,1323.29,1326.43,1310.348,1315.5
2018-05-01,1314.84,1316.336,1301.88,1303.7
2018-05-02,1303.5,1313.5,1303.5,1304.9
2018-05-03,1304.576,1318.1,1304.576,1312
2018-05-04,1311.72,1315.411,1308.081,1314.77
2018-05-07,1314.88,1318.943,1310.388,1314
2018-05-08,1313.52,1317.81,1306.212,1314.4
2018-05-09,1314.55,1317.44,1304.45,1312.4
2018-05-10,1312.31,1322.84,1310.951,1321.2
2018-05-11,1321.15,1325.916,1317.435,1318.85
2018-05-14,1317.98,1322.311,1313.13,1313.3
2018-05-15,1313.19,1314.856,1288.85,1290.2
2018-05-16,1289.82,1296.92,1286.53,1290.7
2018-05-17,1290.16,1294.4,1285.334,1290.7
2018-05-18,1290.59,1294.3,1286.2,1292.97
2018-05-21,1292.91,1293.2,1282.274,1292.4
2018-05-22,1292.42,1296.136,1288.11,1291.2
2018-05-23,1291.03,1298.495,1288.061,1293.3
2018-05-24,1293.43,1306.7,1292.9,1304.5
2018-05-25,1304.01,1307.77,1300.05,1301.81
2018-05-29,1297.659,1306.608,1292.838,1298.7
2018-05-30,1298.21,1304.338,1296.024,1301.2
2018-05-31,1301.186,1306.8,1297.67,1297.9
2018-06-01,1298.596,1300.527,1289.458,1292.95
2018-06-04,1293.04,1298.09,1290.37,1292
2018-06-05,1292.04,1300.6,1289.958,1296.3
2018-06-06,1296.156,1301.94,1293.96,1296.4
2018-06-07,1296.334,1303.3,1295.04,1297.1
2018-06-08,1296.754,1300.6,1293.179,1297.72
2018-06-11,1298.82,1302.35,1294.27,1300.4
2018-06-12,1300.15,1300.6,1293.19,1295.6
2018-06-13,1295.58,1301.196,1291.682,1299.6
2018-06-14,1299.11,1309.3,1297.71,1302.4
2018-06-15,1302.12,1303.13,1275.599,1278.45
2018-06-18,1279.46,1282.44,1277.19,1278.1
2018-06-19,1277.99,1284.1,1270.548,1274.5
2018-06-20,1274.7,1276.5,1267.8,1267.8
2018-06-21,1267.35,1270.2,1261.52,1267.1
2018-06-22,1266.51,1271.21,1266.51,1269.28
2018-06-25,1269.2,1272.56,1264.649,1265.4
2018-06-26,1265.496,1267.7,1254.903,1258.8
2018-06-27,1258.5,1260.1,1250.89,1252.16
2018-06-28,1251.73,1254.5,1246.03,1248
2018-06-29,1247.83,1255.606,1246.11,1252.4
2018-07-02,1252.52,1254.21,1239.74,1241.7
2018-07-03,1241.73,1256.89,1238,1252.8
2018-07-05,1256.526,1259.8,1251.4,1257.6
2018-07-06,1257.05,1258.956,1252.98,1254.63
2018-07-09,1254.72,1265.9,1254.72,1257.6
2018-07-10,1257.39,1260.31,1247.519,1255.5
2018-07-11,1255.55,1256.876,1241.71,1241.9
2018-07-12,1241.67,1248.7,1241.49,1247.2
2018-07-13,1247.1,1248.1,1236.518,1241.27
2018-07-16,1241.35,1245.6,1238.45,1240.8
2018-07-17,1240.55,1245.01,1226.21,1227.6
2018-07-18,1226.7,1229.15,1221.25,1227.6
2018-07-19,1227.15,1229.49,1211.65,1222.7
2018-07-20,1222.7,1232.4,1215.82,1231.51
2018-07-23,1231.54,1235.11,1222.36,1224.4
2018-07-24,1224.145,1229.5,1218.3,1224.5
2018-07-25,1224.06,1234.182,1223.38,1231.4
2018-07-26,1231.706,1235.24,1222.4,1222.4
2018-07-27,1222.73,1227.4,1217.68,1223.78
2018-07-30,1222.78,1225.1,1219.14,1221.3
2018-07-31,1221.32,1228.584,1214.13,1223.7
2018-08-01,1223.57,1224.85,1215.8,1215.8
2018-08-02,1215.87,1221.268,1207.23,1207.5
2018-08-03,1207.35,1220.2,1204.588,1214.4
2018-08-06,1213.29,1217.89,1206.465,1207.3
2018-08-07,1207.188,1216.2,1207.188,1210.8
2018-08-08,1210.69,1215.86,1206.39,1213.8
2018-08-09,1213.91,1217.31,1210.932,1212.3
2018-08-10,1212.4,1217.2,1205.87,1210.23
2018-08-13,1211.22,1213.87,1191.8,1193.38
2018-08-14,1193.91,1198.8,1192.11,1194.2
2018-08-15,1193.95,1194.71,1173.23,1174.7
2018-08-16,1175.05,1182,1160.37,1174.2
2018-08-17,1173.48,1186.32,1172.01,1186.32
2018-08-20,1184.52,1190.87,1182.94,1190.2
2018-08-21,1190.32,1197,1187.79,1195.8
2018-08-22,1195.7,1201.58,1192.71,1195.5
2018-08-23,1195.75,1196.62,1184,1185.4
2018-08-24,1185,1208.61,1183.28,1204.91
2018-08-27,1205.76,1212.5,1203.2,1211.2
2018-08-28,1211.1,1214.3,1199.75,1200.8
2018-08-29,1200.18,1207.4,1200.18,1206.8
2018-08-30,1206.4,1207.9,1196.45,1199.8
2018-08-31,1200.33,1209,1198.39,1201.47
2018-09-04,1201.45,1202.03,1189.76,1190.7
2018-09-05,1191.3,1198.41,1190.95,1196.8
2018-09-06,1196.4,1207,1195.92,1199.92
2018-09-07,1199.98,1203.53,1193.57,1196.47
2018-09-10,1195.63,1198.7,1191.65,1195.6
2018-09-11,1194.96,1199.43,1187.83,1198.4
2018-09-12,1198.24,1208.5,1192.82,1206
2018-09-13,1206.58,1212.64,1200.328,1201.3
2018-09-14,1201.4,1208.7,1193.05,1193.6
2018-09-17,1193.56,1204.9,1192.97,1200.5
2018-09-18,1201.246,1203.54,1195.98,1197.9
2018-09-19,1197.9,1206.2,1197.86,1204
2018-09-20,1203.75,1208.4,1201.47,1207.3
2018-09-21,1207.106,1211.05,1191.978,1199.66
2018-09-24,1199.22,1204.2,1194.54,1198.7
2018-09-25,1198.5,1203.5,1197.2,1201.3
2018-09-26,1200.79,1202.47,1190.66,1194.2
2018-09-27,1194.55,1198.63,1181.97,1183.1
2018-09-28,1183.1,1193.9,1180.86,1190.4
2018-10-01,1191.26,1192.41,1184.71,1188.9
2018-10-02,1188.55,1208.5,1188.55,1202.8
2018-10-03,1202.7,1208.278,1196.76,1197.1
2018-10-04,1197.28,1206.9,1196.11,1199.8
2018-10-05,1199.81,1206,1197.38,1203.29
2018-10-08,1202.61,1204.08,1183.05,1188.1
2018-10-09,1188.75,1191.89,1183.41,1189.3
2018-10-10,1189.426,1195,1185.47,1194.3
2018-10-11,1194.25,1226.4,1191.42,1224.3
2018-10-12,1224.3,1224.3,1215.99,1216.6
2018-10-15,1217.5,1233.3,1217.05,1226.8
2018-10-16,1226.76,1232.4,1223.57,1224.5
2018-10-17,1224.56,1229.6,1220.77,1222.1
2018-10-18,1222,1230.14,1218.78,1225.3
2018-10-19,1225.29,1230.8,1223.248,1225.6
2018-10-22,1226.4,1229.57,1220.21,1221.9
2018-10-23,1221.696,1239.9,1221.696,1230.7
2018-10-24,1230.245,1234.3,1225.76,1233.6
2018-10-25,1233.765,1239.19,1228.25,1232.1
2018-10-26,1231.66,1243.428,1230.19,1233.08
2018-10-29,1233.76,1235.42,1224.4,1229.8
2018-10-30,1229.54,1230.59,1220.01,1222.7
2018-10-31,1222.6,1223.27,1212.08,1215
2018-11-01,1214.55,1237.6,1214.55,1233.3
2018-11-02,1233.8,1236.43,1229.88,1232.53
2018-11-05,1232.66,1235.11,1226.96,1231.27
2018-11-06,1231.3,1235.94,1223.61,1226.62
2018-11-07,1226.88,1236.6,1223.16,1226.3
2018-11-08,1226.145,1227.17,1220.24,1223.78
2018-11-09,1223.8,1223.8,1206.8,1209.584
2018-11-12,1209.635,1211.48,1200.1,1200.1
2018-11-13,1200.1,1205.2,1196.464,1202.1
2018-11-14,1202,1216.6,1197.817,1210.65
2018-11-15,1210.64,1216.47,1207.92,1213.13
2018-11-16,1212.975,1225.4,1212.975,1221.136
2018-11-19,1220.8,1225.4,1218.15,1223.94
2018-11-20,1223.735,1228.74,1220.09,1221.3
2018-11-21,1221.39,1230.3,1219.9,1225.77
2018-11-23,1226.65,1228.56,1220.25,1222.85
2018-11-26,1222.85,1228.036,1221.86,1222.18
2018-11-27,1222.16,1225.26,1212.01,1214.8
2018-11-28,1214.8,1227.4,1211.31,1220.87
2018-11-29,1220.905,1229,1220.66,1224.1
2018-11-30,1223.885,1225.58,1216.8,1222.136
2018-12-03,1222.02,1234.9,1221.44,1230.45
2018-12-04,1230.5,1242,1230.5,1238.23
2018-12-05,1238.23,1239.3,1233.484,1236.97
2018-12-06,1236.97,1244.4,1234.884,1237.4
2018-12-07,1237.405,1250.06,1237.4,1248.165
2018-12-10,1248.17,1250.88,1241.77,1244.19
2018-12-11,1244.135,1249.516,1241.2,1243.03
2018-12-12,1242.97,1247.2,1242.183,1245.25
2018-12-13,1245.265,1246.73,1240.26,1241.54
2018-12-14,1241.8,1243.04,1233.065,1238.125
2018-12-17,1238.58,1248.1,1235.86,1245.56
2018-12-18,1245.555,1250.35,1245.2,1249.3
2018-12-19,1249.095,1258.1,1241.81,1242.59
2018-12-20,1242.77,1266.7,1242.77,1259.7
2018-12-21,1259.544,1262.73,1254.08,1255.744
2018-12-24,1255.52,1270.5,1255.52,1269.02
2018-12-26,1270.3,1279.1,1264.44,1266.8
2018-12-27,1266.8,1278.96,1266.8,1275.5
2018-12-28,1275.395,1282.12,1274.39,1280.764
2018-12-31,1280.2,1284.07,1277.6,1282.2
2019-01-02,1282.25,1288.7,1278.87,1284.17
2019-01-03,1284.3,1294.9,1284.3,1294.1
2019-01-04,1293.93,1298.538,1276.5,1284.844
2019-01-07,1284.843,1295.2,1282.76,1288.9
2019-01-08,1288.895,1290.22,1279.52,1285.1
2019-01-09,1284.91,1293.91,1280.243,1293.21
2019-01-10,1293.4,1297.06,1286.26,1286.4
2019-01-11,1286.4,1295.15,1286.4,1287.224
2019-01-14,1287.3,1295.87,1287.3,1291.32
2019-01-15,1291.358,1294.69,1286.89,1289.1
2019-01-16,1289.134,1295,1288,1293.5
2019-01-17,1293.335,1295.36,1288.89,1291.674
