Date,Open,High,Low,Close,Volume
2016-01-07,98.68,100.13,96.43,21.746017301292,81094428
2016-01-08,98.55,99.11,96.76,21.8610040179707,70798016
2016-01-11,98.97,99.06,97.34,22.2149827340207,49739377
2016-01-12,100.55,100.69,98.8399,22.5373964690218,49154227
2016-01-13,100.32,101.19,97.3,21.9579536026213,62439631
2016-01-14,97.96,100.48,95.74,22.4381922428676,63170127
2016-01-15,96.2,97.71,95.36,21.8993329235302,79833891
2016-01-19,98.41,98.65,95.5,21.7933647728656,53087747
2016-01-20,95.1,98.1897,93.42,21.8226751124111,72334416
2016-01-21,97.06,97.88,94.94,21.7121976787394,52161463
2016-01-22,98.63,101.46,98.37,22.8665741285333,65800467
2016-01-25,101.52,101.53,99.21,22.4201551108396,51794525
2016-01-26,99.93,100.88,98.07,22.5441603935323,75077002
2016-01-27,96.04,96.6289,93.34,21.0628609257304,133369674
2016-01-28,93.79,94.52,92.39,21.2139219064652,55678825
2016-01-29,94.79,97.34,94.35,21.9466803951038,64416504
2016-02-01,96.47,96.71,95.4,21.741508018285,40943541
2016-02-02,95.42,96.04,94.28,21.3018529251018,37357215
2016-02-03,95.0,96.84,94.08,21.723470886257,45964294
2016-02-04,95.86,97.33,95.19,21.8970782820267,46471652
2016-02-05,96.52,96.92,93.69,21.31224948319,46418064
2016-02-08,93.13,95.7,93.04,21.5366605339064,54021375
2016-02-09,94.29,95.94,93.93,21.5321269773263,44331195
2016-02-10,95.92,96.35,94.1,21.3689189404416,42343601
2016-02-11,93.79,94.72,92.59,21.2397125779079,50074711
2016-02-12,94.19,94.5,93.01,21.3054491483198,40351381
2016-02-16,95.02,96.85,94.61,21.906145395187,49057916
2016-02-17,96.67,98.21,96.15,22.2416285821166,44863243
2016-02-18,98.84,98.89,96.091,21.8200078201645,39020983
2016-02-19,96.0,96.7599,95.8,21.7701386977831,35374173
2016-02-22,96.31,96.9,95.92,21.9605480741485,34280758
2016-02-23,96.4,96.5,94.55,21.4641236286243,31942633
2016-02-24,93.98,96.38,93.32,21.7837393675235,36255745
2016-02-25,96.05,96.76,95.25,21.9333467346678,27582659
2016-02-26,97.2,98.0237,96.58,21.9673484090187,28991131
2016-02-29,96.86,98.23,96.65,21.9174792866373,35216277
2016-03-01,97.65,100.77,97.42,22.7879221500222,50407147
2016-03-02,100.51,100.89,99.64,22.8377912724037,33169560
2016-03-03,100.58,101.7099,100.45,23.0077996441585,36955742
2016-03-04,102.37,103.75,101.37,23.3500831659583,46055100
2016-03-07,102.39,102.83,100.96,23.0916704408909,35915810
2016-03-08,100.78,101.76,100.4,22.9012610645255,31182194
2016-03-09,101.31,101.58,100.27,22.9216620691361,27201683
2016-03-10,101.41,102.24,100.15,22.9329959605864,33513577
2016-03-11,102.24,102.28,101.5,23.1800747942035,27408237
2016-03-14,101.91,102.91,101.78,23.2390110297451,25076062
2016-03-15,103.96,105.18,103.85,23.7059673574985,40067734
2016-03-16,104.61,106.31,104.59,24.0210495398175,38303493
2016-03-17,105.52,106.47,104.96,23.9825143088864,34420705
2016-03-18,106.34,106.5,105.19,24.0097156483672,44205171
2016-03-21,105.93,107.65,105.1401,24.0074488700771,35502678
2016-03-22,105.25,107.29,105.21,24.1910579115724,32444375
2016-03-23,106.48,107.07,105.9,24.0573179924586,25703495
2016-03-24,105.47,106.25,104.89,23.9530461911156,26132955
2016-03-28,106.0,106.19,105.06,23.8442408331925,19411372
2016-03-29,104.89,107.79,104.88,24.4086686274186,31190083
2016-03-30,108.65,110.42,108.6,24.8348229459508,45601149
2016-03-31,109.72,109.9,108.88,24.7056165834171,25888449
2016-04-01,108.78,110.0,108.2,24.9322944124236,25873950
2016-04-04,110.42,112.19,110.27,25.1884403592009,37356204
2016-04-05,109.51,110.73,109.42,24.8914924032024,26578652
2016-04-06,110.23,110.98,109.2,25.1521719065599,26404077
2016-04-07,109.95,110.42,108.121,24.6036115603642,31801870
2016-04-08,108.91,109.77,108.17,24.630812899845,23581740
2016-04-11,108.97,110.61,108.83,24.7124169182873,29407518
2016-04-12,109.34,110.5,108.66,25.0342994354765,27232325
2016-04-13,110.8,112.34,110.8,25.3969839618869,33257316
2016-04-14,111.62,112.39,111.33,25.4105846316273,25473923
2016-04-15,112.11,112.3,109.73,24.9005595163627,46938969
2016-04-18,108.89,108.95,106.94,24.3633330616173,60821461
2016-04-19,107.88,108.0,106.23,24.2341266990836,32384879
2016-04-20,106.64,108.09,106.06,24.2839958214651,30611030
2016-04-21,106.93,106.93,105.52,24.0210495398175,31552525
2016-04-22,105.01,106.48,104.62,23.9553129694056,33683121
2016-04-25,105.0,105.65,104.51,23.8193062720018,28031588
2016-04-26,103.91,105.3,103.91,23.653831456827,56016165
2016-04-27,96.0,98.71,95.68,22.1736252334146,114602142
2016-04-28,97.61,97.88,94.25,21.4958585246853,82242690
2016-04-29,93.99,94.72,92.51,21.2487796910682,68531478
2016-05-02,93.965,94.08,92.4,21.2261119081675,48160104
2016-05-03,94.2,95.74,93.68,21.5751957648375,56831277
2016-05-04,95.2,95.9,93.82,21.3507847141211,41025475
2016-05-05,94.0,94.07,92.68,21.2646471390986,35890500
2016-05-06,93.37,93.45,91.85,21.1460540834108,43699886
2016-05-09,93.0,93.77,92.59,21.162018533215,32936436
2016-05-10,93.33,93.57,92.11,21.3056985814521,33686836
2016-05-11,93.48,93.57,92.46,21.0981607339984,28719109
2016-05-12,92.72,92.78,89.47,20.6032627900705,76314690
2016-05-13,90.0,91.67,90.0,20.6443142324239,44392765
2016-05-16,92.39,94.39,91.65,21.4106078230221,61259756
2016-05-17,94.55,94.7,93.01,21.3216630312562,46916939
2016-05-18,94.16,95.21,93.89,21.5656910496908,42062391
2016-05-19,94.64,94.64,93.57,21.4835881649838,30442100
2016-05-20,94.64,95.43,94.52,21.7162130049868,32025968
2016-05-23,95.87,97.19,95.67,21.9921699230296,38018643
2016-05-24,97.22,98.09,96.84,22.3274233689163,35140174
